1.0,-4.4938742,0.16541005,-0.52442491,-1.2048601,0.66153623,1.8375977,-0.2367196,0.12229583,1.0473489,-1.389331,0.68062551,-2.9186323,1.1594947,0.071316429,-0.43180694,1.9028319,2.4196297,-0.27591004,-1.8913727,2.1095745
1.0,-4.1697616,0.52441904,-1.5698589,0.13305183,0.48278635,-0.62755778,-0.43142773,-0.3395039,1.105176,-0.91303763,0.60680577,-0.30755433,0.4231717,-1.5866138,0.88647297,0.65844781,-2.3716189,-1.8359788,-2.1450735,0.3800748
1.0,-4.0450154,3.572953,0.717409,-1.0363326,1.369162,-1.4063651,-2.098333,-2.8249744,0.38446603,-0.34472217,-0.60761354,-0.89615453,0.94833911,-0.37401164,1.2635873,-0.19441393,-1.0331627,0.52115831,-1.2145815,-1.0280585
1.0,-3.80796,1.1829825,0.81397692,-3.1131093,2.0359143,-2.2116032,-0.62321867,0.46992647,-2.1059888,0.75960584,-2.0828793,0.22983596,-0.87398054,-1.0662938,-1.1938869,-1.4191971,-1.3596262,0.25156076,-1.2340281,0.66237587
1.0,-3.7972278,1.7355673,-1.3484547,-0.67531079,-0.30124673,-0.68999669,-2.0313613,-0.70642627,-1.0823189,-0.39834881,1.8522081,-1.6176118,0.51326475,-2.2263889,-0.10180078,0.4873901,2.1177441,2.0518856,-0.26118867,0.7103486
1.0,-3.788137,-3.1513031,0.53363433,1.1593935,-0.14531734,-0.40330009,-1.0244279,-0.90604823,-1.258269,-0.8380238,0.3019309,0.14467438,-0.55715331,-0.55528443,-0.17844496,0.41085282,2.7265699,1.3767868,-0.89991837,-0.03316511
1.0,-3.7556247,-1.2810843,-1.8729885,1.8622762,0.17563151,-1.2360262,-0.66132858,-2.3118144,-2.2471932,-1.1882153,1.2686119,1.1298376,0.046470133,0.097791629,-0.44495485,-0.37449432,2.1583704,-0.28204842,-0.52877067,-0.41020278
1.0,-3.6157272,0.63001737,-1.9476316,-0.21918003,-1.5170892,-0.51194629,-1.5322084,0.34664915,-0.288785,0.55100138,-0.57801038,2.7339128,-0.72995678,0.21382648,0.32765589,1.612177,-1.172164,-0.67686888,2.2062206,1.0152363
1.0,-3.6125707,-1.2879298,-3.2397818,-0.47902216,0.61824723,1.4928777,-0.36197335,-1.9930897,2.4728464,0.56248827,-0.19611712,-0.9032461,0.8477352,-0.29838631,-0.54970189,1.4571734,1.5104348,0.7126757,1.1046758,0.84968585
1.0,-3.543127,1.106224,0.25507776,1.0476531,0.78345738,-0.046826134,-1.6489588,-1.8633608,-0.18096856,0.89122909,1.9799657,2.8672719,0.92681688,2.2443097,-0.60104726,0.65732775,-1.8005763,0.54135357,-0.72074141,0.49886139
1.0,-3.5307534,-0.3866043,-1.3312105,0.8269549,-0.38115021,-0.52276737,-0.42677262,-1.300738,-0.57063828,1.8225557,-2.1612775,-0.057780494,-0.30639432,-0.023373583,0.23051094,-0.69955997,-1.7911621,0.20159436,-1.5005866,-2.6922796
1.0,-3.4749459,-1.3224743,-0.42810333,-0.10706026,-1.1710314,0.10970648,0.62981541,0.95999965,1.549402,-0.17241883,0.51348057,0.39275377,0.35097213,0.026029902,-3.0211963,-0.62028477,1.7251286,-0.41119989,0.94097931,-0.097043919
1.0,-3.4707793,0.0076463888,-0.16826911,-0.21665053,0.47318776,-0.72146491,0.85698525,0.047279464,-0.54922311,1.2624905,1.7861654,-1.097417,2.4832369,-0.25994027,0.041206049,0.089956285,-1.012818,0.71998037,-1.4068081,-0.45168584
1.0,-3.4510194,-1.3446588,-0.44670251,0.46055789,0.054918128,1.9866675,-1.0513035,-0.84886881,0.48407435,-0.99401703,-0.71260439,-1.7913239,-0.25753135,-0.91219293,0.8790578,1.0915368,-0.5791339,0.53650425,-0.74939949,1.1722611
1.0,-3.4225475,-0.074246198,-2.1016599,-1.3817348,-1.3355424,-1.9231652,1.6139077,-0.96892029,1.2029946,-1.1255134,0.59727255,0.036480888,0.61674663,0.22687407,-0.81546403,-1.2317741,-0.67213841,-2.4363735,-1.8545266,0.38440125
1.0,-3.4078381,-1.0610772,-3.0756533,0.37657873,0.88122314,2.1559491,1.4712748,0.14462363,-0.10746577,-1.4228398,0.45565407,-0.53285284,-2.3812873,-0.77772678,0.5589593,0.14757703,1.3245521,0.90069421,-1.6206562,0.53251865
1.0,-3.3876363,0.028436457,-1.2425256,0.38701289,1.7520885,-1.3313637,-1.5028501,0.97100542,0.59707487,0.20620429,-0.086171501,-0.29858004,0.026199196,-1.4532878,0.92404731,-0.11837445,-0.32520379,-1.0033078,-2.6723693,0.29806306
1.0,-3.3662981,0.1311825,0.25316857,-0.7839525,0.83933261,-1.0066068,1.4070963,0.64658811,-0.93889284,1.6562813,0.11189368,1.1361133,-1.547864,1.0469086,-3.8447162,-0.35028863,0.12541317,-2.1681264,1.4746081,-0.46854628
1.0,-3.3388363,-1.2065443,-1.417555,1.24293,0.4321236,2.8540957,1.6762242,-0.56328796,-1.5407394,0.85791077,1.3953661,1.1523047,0.75238672,-0.37850863,-0.48084675,0.28117503,-0.30466951,-0.41500568,0.24429377,0.26968662
1.0,-3.2620064,0.26295857,-2.0450001,-2.2844475,-1.4596248,-1.8201783,1.7746645,1.619334,0.23067177,-1.2948339,0.61709162,0.049471638,-1.7638371,-1.2708116,-1.7350073,-0.66191358,0.1120185,-0.11796958,1.1971748,1.0770791
1.0,-3.2368172,-0.26851925,-0.52750424,1.737509,0.079645618,-1.227444,-0.072362837,-0.74589525,2.6524994,-1.6431215,1.0891742,1.6918915,0.53497467,-1.3034939,-1.6931957,1.2666392,0.70883955,-1.3509855,0.55927674,-2.1087174
1.0,-3.1978656,-2.5973238,-0.326978,-1.1990422,0.93544563,2.2019076,0.096586973,1.1943467,0.88361851,-0.95892173,-0.43864976,-3.5911389,1.7853911,1.0428549,-0.23938643,-0.56795318,1.6118426,0.16721945,-1.5740229,-0.097616538
1.0,-3.1909844,0.47700754,-0.22037145,0.66177903,1.7511986,0.65424346,1.6158939,1.4094653,1.2409495,-1.0416146,-1.1272995,-0.56147014,1.9899149,-0.89027805,0.68071762,-0.31911369,0.24628112,0.34590762,1.0405789,0.19562792
1.0,-3.1901637,-0.82199144,0.28365398,1.0159712,2.4481451,-1.2491484,-0.47152383,-0.23368402,0.34342543,1.3478488,0.83190266,-1.398589,1.0170351,0.86240555,-0.42495258,1.0063502,-2.0278434,1.0852138,0.84451417,1.0942577
1.0,-3.1803153,-0.31035292,-2.746103,-1.3698462,-3.1822854,0.67445526,1.034066,-1.5983367,0.054413184,-2.8538143,-0.64825516,0.25870429,0.28803212,-1.0044761,-1.2252923,0.44414343,-1.2059034,-1.3277825,0.92262023,-0.95609938
1.0,-3.1683205,-2.0969677,1.2881944,1.5318613,-0.72294897,0.40075639,-2.9036066,-1.4099735,1.1354782,-0.27573737,0.074450709,1.4948965,0.68394103,-1.1927794,1.1342268,-2.0570077,0.12117995,1.1023399,1.1460637,0.67541886
1.0,-3.1135863,0.56777394,-1.1925173,1.7665982,0.62962569,0.15037884,0.53149929,0.28706617,-1.9389875,0.52269667,-1.1000796,-1.3421075,-0.93554412,-1.4859701,-0.79645877,-0.31226889,-1.4078976,-2.0257774,0.021681912,0.3753666
1.0,-3.1071469,-1.311699,0.98691233,-1.7704546,-2.747107,-0.27972826,1.867829,-0.37796085,2.5952277,-1.688244,-1.9211909,1.3704489,-0.38729037,0.6664384,0.69093684,0.037126895,1.7707463,-2.3709384,-0.29662745,-1.8714624
1.0,-3.1062,0.38186762,-1.2935194,-0.78572314,0.41051088,0.0069061576,-0.28022945,-2.064564,1.7102318,-1.4590774,-0.35956167,-0.19848224,-0.18063943,0.61222124,-0.018676112,0.41875545,0.51430091,0.78154829,-0.65811584,-0.030238392
1.0,-3.1024121,-1.1330819,-1.8087536,-1.5008739,0.38279575,-0.20503788,0.88851593,-1.0262262,-1.5003159,-0.45908336,-0.51579358,0.12603548,-0.074905227,2.4758093,1.8631566,0.88756184,0.029565449,-0.015397291,1.5413916,-1.3566144
